gene.name	time	gene.regulation	mean
AC018629.1	240	up-regulated	1.3923678533439
AC018629.1	300	up-regulated	2.37181010431535
AC018629.1	360	up-regulated	2.10063870120844
AC018629.1	420	up-regulated	1.94847232030114
AC018629.1	480	up-regulated	1.4799544584498
AC018629.1	600	up-regulated	2.61244213914256
AC018629.1	720	up-regulated	2.3449303861596
ITGA5	0	up-regulated	0
ITGA5	30	up-regulated	0.0033787773125058
ITGA5	60	up-regulated	0.619655407642898
ITGA5	120	up-regulated	0.84484384592964
ITGA5	180	up-regulated	0.978725662296609
ITGA5	240	up-regulated	1.09899973338334
ITGA5	300	up-regulated	1.40122071896949
ITGA5	360	up-regulated	1.55013395013366
ITGA5	420	up-regulated	1.94084672247591
ITGA5	480	up-regulated	2.07628384903435
ITGA5	600	up-regulated	2.50650182527868
ITGA5	720	up-regulated	2.34945287006087
VASN	0	down-regulated	0
VASN	30	down-regulated	-0.156080451119107
VASN	60	down-regulated	-0.537074239485038
VASN	120	down-regulated	-1.05128319930163
VASN	180	down-regulated	-1.23940209111932
VASN	240	down-regulated	-1.32930421345208
VASN	300	down-regulated	-2.0547138720244
VASN	360	down-regulated	-1.97884271676091
VASN	420	down-regulated	-1.98577158938771
VASN	480	down-regulated	-1.97303978593596
VASN	600	down-regulated	-2.36525728206691
VASN	720	down-regulated	-2.57299354450923
SENP1	0	down-regulated	0
SENP1	30	down-regulated	0.364224203251873
SENP1	60	down-regulated	-0.18164387491717
SENP1	120	down-regulated	-0.109655295295083
SENP1	180	down-regulated	-0.423861323845795
SENP1	240	down-regulated	-0.390613334649868
SENP1	300	down-regulated	-0.600905474019756
SENP1	360	down-regulated	-0.664783939024328
SENP1	420	down-regulated	-1.1656339873263
SENP1	480	down-regulated	-1.35580747326733
SENP1	600	down-regulated	-2.0611994852533
SENP1	720	down-regulated	-2.30893073043642
SGMS2	0	up-regulated	0
SGMS2	30	up-regulated	0.131434475844346
SGMS2	60	up-regulated	0.715626762027441
SGMS2	120	up-regulated	0.495533425564863
SGMS2	180	up-regulated	0.849695458314158
SGMS2	240	up-regulated	1.16386140025429
SGMS2	300	up-regulated	2.22921608019387
SGMS2	360	up-regulated	2.41574263612032
SGMS2	420	up-regulated	2.0105007878773
SGMS2	480	up-regulated	1.51568450773536
SGMS2	600	up-regulated	2.31554538999384
SGMS2	720	up-regulated	2.59182917959369
GPD1L	0	up-regulated	0
GPD1L	30	up-regulated	-0.000118475332470669
GPD1L	60	up-regulated	-0.0288605909898797
GPD1L	120	up-regulated	0.364698666767027
GPD1L	180	up-regulated	0.312727487589849
GPD1L	240	up-regulated	0.329622070000181
GPD1L	300	up-regulated	0.29548011196727
GPD1L	360	up-regulated	0.548785638360112
GPD1L	420	up-regulated	1.10808398788813
GPD1L	480	up-regulated	1.07037723874043
GPD1L	600	up-regulated	2.35566515251653
GPD1L	720	up-regulated	2.30746722712283
GPRIN1	0	down-regulated	0
GPRIN1	30	down-regulated	-0.141659152302261
GPRIN1	60	down-regulated	0.200667181343359
GPRIN1	120	down-regulated	-0.222035033250387
GPRIN1	180	down-regulated	-0.00520707534381548
GPRIN1	240	down-regulated	-0.549279691396326
GPRIN1	300	down-regulated	-0.597122477674972
GPRIN1	360	down-regulated	-1.37613655304374
GPRIN1	420	down-regulated	-1.50290881045278
GPRIN1	480	down-regulated	-1.51886382336524
GPRIN1	600	down-regulated	-1.96460282427109
GPRIN1	720	down-regulated	-2.2260247094811
RHNO1	0	down-regulated	0
RHNO1	30	down-regulated	-0.119838486148298
RHNO1	60	down-regulated	0.195646394838195
RHNO1	120	down-regulated	-0.723318104694953
RHNO1	180	down-regulated	-0.212939983484685
RHNO1	240	down-regulated	-0.13391668394092
RHNO1	300	down-regulated	-0.287405732028371
RHNO1	360	down-regulated	-0.95806094868426
RHNO1	420	down-regulated	-1.66844024333661
RHNO1	480	down-regulated	-1.66435582792764
RHNO1	600	down-regulated	-2.32802988065756
RHNO1	720	down-regulated	-2.13360012019651
A4GALT	0	up-regulated	0
A4GALT	30	up-regulated	0.134984722170622
A4GALT	60	up-regulated	0.379755736010473
A4GALT	120	up-regulated	0.698030186914021
A4GALT	180	up-regulated	0.913226706940217
A4GALT	240	up-regulated	0.920079333555576
A4GALT	300	up-regulated	1.29585172988437
A4GALT	360	up-regulated	1.62301455846796
A4GALT	420	up-regulated	1.62666929266282
A4GALT	480	up-regulated	1.72077869818042
A4GALT	600	up-regulated	2.62834089448707
A4GALT	720	up-regulated	2.28566852471822
PDLIM1	0	up-regulated	0
PDLIM1	30	up-regulated	-0.0410567433984164
PDLIM1	60	up-regulated	0.717847722853509
PDLIM1	120	up-regulated	0.755548058365164
PDLIM1	180	up-regulated	0.968543103363138
PDLIM1	240	up-regulated	1.12158001184732
PDLIM1	300	up-regulated	1.5482979606834
PDLIM1	360	up-regulated	1.48199960280235
PDLIM1	420	up-regulated	1.96699722935631
PDLIM1	480	up-regulated	1.9984052557773
PDLIM1	600	up-regulated	2.41870092072983
PDLIM1	720	up-regulated	2.46558818042538
SLC45A1	0	up-regulated	0
SLC45A1	30	up-regulated	0.152580475779098
SLC45A1	60	up-regulated	0.510763497729037
SLC45A1	120	up-regulated	1.01158535725962
SLC45A1	180	up-regulated	1.28512243111988
SLC45A1	240	up-regulated	1.04330391722611
SLC45A1	300	up-regulated	1.70469112385074
SLC45A1	360	up-regulated	1.73284331836826
SLC45A1	420	up-regulated	2.28283683603595
SLC45A1	480	up-regulated	2.01659029685455
SLC45A1	600	up-regulated	2.46246188473783
SLC45A1	720	up-regulated	2.4215463594715
CD44	0	down-regulated	0
CD44	30	down-regulated	-0.224643731671235
CD44	60	down-regulated	-0.0667037321796459
CD44	120	down-regulated	-0.211197006362406
CD44	180	down-regulated	-0.0694476406215171
CD44	240	down-regulated	0.0260277816063567
CD44	300	down-regulated	-0.105194524309264
CD44	360	down-regulated	-0.524391682584275
CD44	420	down-regulated	-1.46291767134718
CD44	480	down-regulated	-1.78259874426178
CD44	600	down-regulated	-2.10502897209711
CD44	720	down-regulated	-2.29997501020197
SH3TC1	0	up-regulated	0
SH3TC1	30	up-regulated	0.0656457745581938
SH3TC1	60	up-regulated	0.661482896224575
SH3TC1	120	up-regulated	1.12165613226376
SH3TC1	180	up-regulated	1.22946155435851
SH3TC1	240	up-regulated	1.4068448175264
SH3TC1	300	up-regulated	1.53057586809284
SH3TC1	360	up-regulated	1.63312335311036
SH3TC1	420	up-regulated	1.97963608216703
SH3TC1	480	up-regulated	2.13318403866138
SH3TC1	600	up-regulated	2.54833998399796
SH3TC1	720	up-regulated	2.56712325563568
PITPNM3	0	up-regulated	0
PITPNM3	30	up-regulated	0.0892247149604137
PITPNM3	60	up-regulated	1.01545329204027
PITPNM3	120	up-regulated	0.474660464173942
PITPNM3	180	up-regulated	0.886004705054039
PITPNM3	240	up-regulated	1.15813773889963
PITPNM3	300	up-regulated	2.04476825293113
PITPNM3	360	up-regulated	1.95778080506511
PITPNM3	420	up-regulated	1.58145057647353
PITPNM3	480	up-regulated	1.89775007890289
PITPNM3	600	up-regulated	2.53551200782562
PITPNM3	720	up-regulated	2.58193138872822
NPTXR	0	down-regulated	0
NPTXR	30	down-regulated	0.0898070290515485
NPTXR	60	down-regulated	-1.13319560514426
NPTXR	120	down-regulated	-0.94833601921285
NPTXR	180	down-regulated	-1.19576141046039
NPTXR	240	down-regulated	-1.72142768831663
NPTXR	300	down-regulated	-2.10453474061261
NPTXR	360	down-regulated	-2.28891579050193
NPTXR	420	down-regulated	-1.77541323111075
NPTXR	480	down-regulated	-1.80786465201112
NPTXR	600	down-regulated	-2.18115615107181
NPTXR	720	down-regulated	-2.99008769755241
ATOH8	0	up-regulated	0
ATOH8	30	up-regulated	0.149270622600721
ATOH8	60	up-regulated	0.306476788920646
ATOH8	120	up-regulated	0.434484453519801
ATOH8	180	up-regulated	1.26996464953671
ATOH8	240	up-regulated	1.14451857128484
ATOH8	300	up-regulated	1.12213603883079
ATOH8	360	up-regulated	1.44125356970295
ATOH8	420	up-regulated	1.77491064079802
ATOH8	480	up-regulated	1.84974299720202
ATOH8	600	up-regulated	2.31279003415358
ATOH8	720	up-regulated	2.51679441258731
OSBPL1A	0	up-regulated	0
OSBPL1A	30	up-regulated	0.0654371739237503
OSBPL1A	60	up-regulated	0.325218213656511
OSBPL1A	120	up-regulated	0.795706617072303
OSBPL1A	180	up-regulated	0.835496993197616
OSBPL1A	240	up-regulated	0.940304103938509
OSBPL1A	300	up-regulated	1.1901851994282
OSBPL1A	360	up-regulated	1.4844030214289
OSBPL1A	420	up-regulated	1.83077774107258
OSBPL1A	480	up-regulated	2.13811928849024
OSBPL1A	600	up-regulated	2.09853031008826
OSBPL1A	720	up-regulated	2.4638083941719
FAM83D	0	down-regulated	0
FAM83D	30	down-regulated	-0.0153892019440827
FAM83D	60	down-regulated	-1.0703843923621
FAM83D	120	down-regulated	-0.75596323835627
FAM83D	180	down-regulated	-0.659829426211903
FAM83D	240	down-regulated	-0.728190320562066
FAM83D	300	down-regulated	-1.05750903835463
FAM83D	360	down-regulated	-1.2357417846799
FAM83D	420	down-regulated	-1.30202249305299
FAM83D	480	down-regulated	-1.37735444542665
FAM83D	600	down-regulated	-2.46024778222612
FAM83D	720	down-regulated	-2.97863254995618
NES	0	down-regulated	0
NES	30	down-regulated	0.0604521052999707
NES	60	down-regulated	-0.427115855093258
NES	120	down-regulated	-0.881296868441732
NES	180	down-regulated	-0.79595271978295
NES	240	down-regulated	-0.876061637100395
NES	300	down-regulated	-1.31947585391668
NES	360	down-regulated	-1.19975697871478
NES	420	down-regulated	-0.926438391517037
NES	480	down-regulated	-1.44877619025273
NES	600	down-regulated	-2.4333947942235
NES	720	down-regulated	-2.81559454901098
VCAN	0	down-regulated	0
VCAN	30	down-regulated	0.222006846152531
VCAN	60	down-regulated	-0.258090113794753
VCAN	120	down-regulated	-0.416907295855708
VCAN	180	down-regulated	-0.605211084935095
VCAN	240	down-regulated	-0.979154504458364
VCAN	300	down-regulated	-0.95360554151524
VCAN	360	down-regulated	-1.284633179103
VCAN	420	down-regulated	-1.6111291052055
VCAN	480	down-regulated	-1.74638138754311
VCAN	600	down-regulated	-2.11257009360102
VCAN	720	down-regulated	-2.30176193555891
TCF7	0	down-regulated	0
TCF7	30	down-regulated	-0.173468815392683
TCF7	60	down-regulated	-0.629134208427956
TCF7	120	down-regulated	-0.998923354545791
TCF7	180	down-regulated	-1.37253613072887
TCF7	240	down-regulated	-0.894582372572991
TCF7	300	down-regulated	-1.81705763626298
TCF7	360	down-regulated	-1.61332678304289
TCF7	420	down-regulated	-2.02850928096097
TCF7	480	down-regulated	-2.0596130409148
TCF7	600	down-regulated	-2.39675426878322
TCF7	720	down-regulated	-2.64477550359242
HPD	0	up-regulated	0
HPD	30	up-regulated	0.0200096193698354
HPD	60	up-regulated	0.273899789779848
HPD	120	up-regulated	0.622328161850243
HPD	180	up-regulated	0.768050389869696
HPD	240	up-regulated	0.693376810337339
HPD	300	up-regulated	1.06282978247024
HPD	360	up-regulated	0.623778134268347
HPD	420	up-regulated	1.73242704515068
HPD	480	up-regulated	1.61613925721873
HPD	600	up-regulated	2.42346091123588
HPD	720	up-regulated	2.34977932401303
PKMYT1	0	down-regulated	0
PKMYT1	30	down-regulated	-0.0613903778318767
PKMYT1	60	down-regulated	0.532989117427236
PKMYT1	120	down-regulated	0.88252140439761
PKMYT1	180	down-regulated	0.367905748467568
PKMYT1	240	down-regulated	0.908831566325557
PKMYT1	300	down-regulated	-0.0167464379088894
PKMYT1	360	down-regulated	-0.348447604578171
PKMYT1	420	down-regulated	-0.895775694116968
PKMYT1	480	down-regulated	-0.954229492789466
PKMYT1	600	down-regulated	-1.61547568917767
PKMYT1	720	down-regulated	-2.11837689825905
FBXO3	0	up-regulated	0
FBXO3	30	up-regulated	0.363364367183663
FBXO3	60	up-regulated	-0.253425684724396
FBXO3	120	up-regulated	0.0398417866047363
FBXO3	180	up-regulated	0.113605662311578
FBXO3	240	up-regulated	0.0742689693504109
FBXO3	300	up-regulated	0.879165995996501
FBXO3	360	up-regulated	0.976898248736178
FBXO3	420	up-regulated	1.20492109048
FBXO3	480	up-regulated	1.04067473946418
FBXO3	600	up-regulated	2.13430844387391
FBXO3	720	up-regulated	2.29325131163226
MIR3936HG	0	up-regulated	0
MIR3936HG	30	up-regulated	0.239052903301818
MIR3936HG	60	up-regulated	0.315343967581771
MIR3936HG	120	up-regulated	0.931386743084428
MIR3936HG	180	up-regulated	1.30693858927205
MIR3936HG	240	up-regulated	1.21698627786657
MIR3936HG	300	up-regulated	1.9502407877094
MIR3936HG	360	up-regulated	2.17946717992092
MIR3936HG	420	up-regulated	2.01452307335269
MIR3936HG	480	up-regulated	1.74322811312304
MIR3936HG	600	up-regulated	2.43238315856065
MIR3936HG	720	up-regulated	2.53022700845923
LMO4	0	down-regulated	0
LMO4	30	down-regulated	-0.532309746074106
LMO4	60	down-regulated	0.386758421069577
LMO4	120	down-regulated	-0.138429356023823
LMO4	180	down-regulated	0.484147691911322
LMO4	240	down-regulated	0.121616496699868
LMO4	300	down-regulated	-0.449213146119351
LMO4	360	down-regulated	-1.13854734024804
LMO4	420	down-regulated	-1.75478214601171
LMO4	480	down-regulated	-1.77286902324717
LMO4	600	down-regulated	-1.90087649504409
LMO4	720	down-regulated	-2.03019975583158
LYN	0	down-regulated	0
LYN	30	down-regulated	0.0440132840155738
LYN	60	down-regulated	-0.874565994470658
LYN	120	down-regulated	-1.08474836719918
LYN	180	down-regulated	-1.22272897941232
LYN	240	down-regulated	-0.946681657012607
LYN	300	down-regulated	-1.91633999320027
LYN	360	down-regulated	-1.93335295274933
LYN	420	down-regulated	-2.0139865747956
LYN	480	down-regulated	-2.13397271056262
LYN	600	down-regulated	-2.56723493243894
LYN	720	down-regulated	-2.46565654339048
SHISAL1	0	down-regulated	0
SHISAL1	30	down-regulated	0.204396618558204
SHISAL1	60	down-regulated	0.00783255526115612
SHISAL1	120	down-regulated	-0.326316592703224
SHISAL1	180	down-regulated	-0.367610284778584
SHISAL1	240	down-regulated	-0.646414696684886
SHISAL1	300	down-regulated	-1.44604563857934
SHISAL1	360	down-regulated	-1.45533719923228
SHISAL1	420	down-regulated	-1.52809549442783
SHISAL1	480	down-regulated	-1.47862369318273
SHISAL1	600	down-regulated	-2.00110120295633
SHISAL1	720	down-regulated	-2.14341182097336
KIAA1210	0	up-regulated	0
KIAA1210	30	up-regulated	0.0486616495577262
KIAA1210	60	up-regulated	0.164700967733842
KIAA1210	120	up-regulated	0.426725234583137
KIAA1210	180	up-regulated	0.806660421514615
KIAA1210	240	up-regulated	0.672840885230868
KIAA1210	300	up-regulated	0.912093995556355
KIAA1210	360	up-regulated	1.28142343835346
KIAA1210	420	up-regulated	0.955452773046893
KIAA1210	480	up-regulated	1.38217800763003
KIAA1210	600	up-regulated	2.40655203731228
KIAA1210	720	up-regulated	2.11738954282503
VSTM2L	0	up-regulated	0
VSTM2L	30	up-regulated	-0.0143347419345972
VSTM2L	60	up-regulated	0.596746284871733
VSTM2L	120	up-regulated	0.65614023309725
VSTM2L	180	up-regulated	0.669297120362396
VSTM2L	240	up-regulated	0.959851312652118
VSTM2L	300	up-regulated	1.42558841467986
VSTM2L	360	up-regulated	1.78853472445514
VSTM2L	420	up-regulated	1.48201684228371
VSTM2L	480	up-regulated	2.15883218394047
VSTM2L	600	up-regulated	2.32871892445557
VSTM2L	720	up-regulated	2.36711197453215
KYAT1	0	up-regulated	0
KYAT1	30	up-regulated	0.0163667906361709
KYAT1	60	up-regulated	0.40798165813957
KYAT1	120	up-regulated	0.69223037906969
KYAT1	180	up-regulated	0.945321580047987
KYAT1	240	up-regulated	1.02916804229966
KYAT1	300	up-regulated	1.1156816852476
KYAT1	360	up-regulated	1.16769979119051
KYAT1	420	up-regulated	1.87653134950301
KYAT1	480	up-regulated	2.02994273373272
KYAT1	600	up-regulated	2.32532727835363
KYAT1	720	up-regulated	2.39025459870086
TNS2	0	up-regulated	0
TNS2	30	up-regulated	0.0450332069356705
TNS2	60	up-regulated	0.36621455996828
TNS2	120	up-regulated	0.583461115553752
TNS2	180	up-regulated	1.01268944625732
TNS2	240	up-regulated	1.17439554236417
TNS2	300	up-regulated	1.67534039531948
TNS2	360	up-regulated	1.85222115527817
TNS2	420	up-regulated	1.94393839014352
TNS2	480	up-regulated	1.93621968657693
TNS2	600	up-regulated	2.26717211522273
TNS2	720	up-regulated	2.351780409231
UNC13B	0	up-regulated	0
UNC13B	30	up-regulated	0.023207395033322
UNC13B	60	up-regulated	-0.255239119393044
UNC13B	120	up-regulated	0.27117520179038
UNC13B	180	up-regulated	0.166412561547164
UNC13B	240	up-regulated	0.131998393148043
UNC13B	300	up-regulated	0.434122418445984
UNC13B	360	up-regulated	0.623824011908562
UNC13B	420	up-regulated	1.48665829406326
UNC13B	480	up-regulated	1.68528927338776
UNC13B	600	up-regulated	2.16873012723589
UNC13B	720	up-regulated	2.00044704917142
L1CAM	0	down-regulated	0
L1CAM	30	down-regulated	-0.157672533767265
L1CAM	60	down-regulated	-0.489610237060393
L1CAM	120	down-regulated	-0.236170122172341
L1CAM	180	down-regulated	-0.508527855319839
L1CAM	240	down-regulated	-0.531271625809114
L1CAM	300	down-regulated	-0.949886201456573
L1CAM	360	down-regulated	-1.47343883256809
L1CAM	420	down-regulated	-1.40486622660503
L1CAM	480	down-regulated	-1.26728949370318
L1CAM	600	down-regulated	-2.36472579336935
L1CAM	720	down-regulated	-2.53837375692511
LEFTY1	0	up-regulated	0
LEFTY1	30	up-regulated	-0.127239754317394
LEFTY1	60	up-regulated	0.315115084519515
LEFTY1	120	up-regulated	0.337226043958465
LEFTY1	180	up-regulated	1.00204697776395
LEFTY1	240	up-regulated	1.03202564056155
LEFTY1	300	up-regulated	1.88029066934417
LEFTY1	360	up-regulated	1.69996652569891
LEFTY1	420	up-regulated	1.56404516767542
LEFTY1	480	up-regulated	1.34374947363337
LEFTY1	600	up-regulated	2.16093764490743
LEFTY1	720	up-regulated	2.42989948730008
SEC31A	0	up-regulated	0
SEC31A	30	up-regulated	0.315223626674152
SEC31A	60	up-regulated	0.0621580655673152
SEC31A	120	up-regulated	-0.0912524505811949
SEC31A	180	up-regulated	-0.0721594039812132
SEC31A	240	up-regulated	0.249495951576476
SEC31A	300	up-regulated	0.995126281044788
SEC31A	360	up-regulated	1.21106698421744
SEC31A	420	up-regulated	1.67384825375609
SEC31A	480	up-regulated	1.87059024621139
SEC31A	600	up-regulated	2.19688563474934
SEC31A	720	up-regulated	1.93799017081879
AEN	0	down-regulated	0
AEN	30	down-regulated	-0.170076074848708
AEN	60	down-regulated	0.630672102050829
AEN	120	down-regulated	0.528479523167653
AEN	180	down-regulated	0.304184811930891
AEN	240	down-regulated	0.495835425735195
AEN	300	down-regulated	-0.222097698483394
AEN	360	down-regulated	-0.300308553760936
AEN	420	down-regulated	-1.35297852742804
AEN	480	down-regulated	-1.16802014007483
AEN	600	down-regulated	-1.87072137521339
AEN	720	down-regulated	-1.91379402014885
PXN	0	up-regulated	0
PXN	30	up-regulated	-0.122692910838133
PXN	60	up-regulated	0.355949717654142
PXN	120	up-regulated	0.771111356858037
PXN	180	up-regulated	1.10713929156553
PXN	240	up-regulated	1.19572764551979
PXN	300	up-regulated	1.47848207212487
PXN	360	up-regulated	1.87233249532018
PXN	420	up-regulated	1.85472359058636
PXN	480	up-regulated	1.95730917638055
PXN	600	up-regulated	2.26005789663697
PXN	720	up-regulated	2.36246433833721
MAP7	0	down-regulated	0
MAP7	30	down-regulated	-0.0232990713391288
MAP7	60	down-regulated	-0.306479477759302
MAP7	120	down-regulated	-0.414895157026178
MAP7	180	down-regulated	-0.818540448742833
MAP7	240	down-regulated	-0.924264922505971
MAP7	300	down-regulated	-1.42404259934475
MAP7	360	down-regulated	-1.8236631949844
MAP7	420	down-regulated	-1.9382270707961
MAP7	480	down-regulated	-1.90283213929974
MAP7	600	down-regulated	-2.21372902528514
MAP7	720	down-regulated	-2.18336962929779
KIF24	0	down-regulated	0
KIF24	30	down-regulated	-0.0545337798370607
KIF24	60	down-regulated	-0.227481363974484
KIF24	120	down-regulated	-0.489185046944632
KIF24	180	down-regulated	-0.560206774279304
KIF24	240	down-regulated	-1.24844011762921
KIF24	300	down-regulated	-1.42338845976794
KIF24	360	down-regulated	-1.96480664271276
KIF24	420	down-regulated	-1.50555836865785
KIF24	480	down-regulated	-1.6308582487366
KIF24	600	down-regulated	-2.05869279336453
KIF24	720	down-regulated	-2.52904664445918
DPYSL5	0	down-regulated	0
DPYSL5	30	down-regulated	-0.365445529661697
DPYSL5	60	down-regulated	-0.670438760327584
DPYSL5	120	down-regulated	-0.495860614859351
DPYSL5	180	down-regulated	-0.42513901318894
DPYSL5	240	down-regulated	-0.926260748630352
DPYSL5	300	down-regulated	-0.792844126690368
DPYSL5	360	down-regulated	-1.32408240495089
DPYSL5	420	down-regulated	-0.905013915510486
DPYSL5	480	down-regulated	-1.57752677145215
DPYSL5	600	down-regulated	-2.39143224303674
DPYSL5	720	down-regulated	-2.79738970440537
ADAM12	0	down-regulated	0
ADAM12	30	down-regulated	0.378667408907061
ADAM12	60	down-regulated	0.138805506004339
ADAM12	120	down-regulated	-0.00855503889086828
ADAM12	180	down-regulated	0.0874218036660611
ADAM12	240	down-regulated	-0.373053164634928
ADAM12	300	down-regulated	-0.485159820100683
ADAM12	360	down-regulated	-1.19562015399192
ADAM12	420	down-regulated	-1.28114380840407
ADAM12	480	down-regulated	-1.40781185298199
ADAM12	600	down-regulated	-1.84828941787557
ADAM12	720	down-regulated	-2.03390702731088
LTBP1	0	up-regulated	0
LTBP1	30	up-regulated	0.0388464787009726
LTBP1	60	up-regulated	0.37417471277161
LTBP1	120	up-regulated	0.46128785755736
LTBP1	180	up-regulated	0.517994646296514
LTBP1	240	up-regulated	0.740773707805483
LTBP1	300	up-regulated	1.02178444137486
LTBP1	360	up-regulated	1.21706690423269
LTBP1	420	up-regulated	1.62886453663312
LTBP1	480	up-regulated	1.88904432918319
LTBP1	600	up-regulated	2.40850907257385
LTBP1	720	up-regulated	2.11653869420421
CDK2	0	down-regulated	0
CDK2	30	down-regulated	-0.263851938940352
CDK2	60	down-regulated	-0.0635002197889053
CDK2	120	down-regulated	0.0873738427229289
CDK2	180	down-regulated	-0.216598869892319
CDK2	240	down-regulated	-0.272602410358381
CDK2	300	down-regulated	-0.61448655676671
CDK2	360	down-regulated	-0.720458916346068
CDK2	420	down-regulated	-1.59530059433215
CDK2	480	down-regulated	-1.61288930516801
CDK2	600	down-regulated	-1.93551780721996
CDK2	720	down-regulated	-2.36342536919536
PCSK6	0	up-regulated	0
PCSK6	30	up-regulated	0.0143145049731295
PCSK6	60	up-regulated	0.432044267132215
PCSK6	120	up-regulated	0.529950348457395
PCSK6	180	up-regulated	0.711947017762174
PCSK6	240	up-regulated	0.865514281771714
PCSK6	300	up-regulated	1.27986502233854
PCSK6	360	up-regulated	1.51129235772085
PCSK6	420	up-regulated	1.67425529780339
PCSK6	480	up-regulated	1.88182456581595
PCSK6	600	up-regulated	2.34595346343494
PCSK6	720	up-regulated	2.30017271097606
CACNG6	0	down-regulated	0
CACNG6	30	down-regulated	-0.058933752549544
CACNG6	60	down-regulated	0.0728385248249783
CACNG6	120	down-regulated	-0.601119416681838
CACNG6	180	down-regulated	-0.641034707253243
CACNG6	240	down-regulated	-0.739085444562763
CACNG6	300	down-regulated	-1.29844736949183
CACNG6	360	down-regulated	-1.74875445935778
CACNG6	420	down-regulated	-1.84431636090226
CACNG6	480	down-regulated	-1.68249507700925
CACNG6	600	down-regulated	-2.14823607922947
CACNG6	720	down-regulated	-2.15063099666375
LYRM1	0	up-regulated	0
LYRM1	30	up-regulated	0.114327655833019
LYRM1	60	up-regulated	0.20346258497286
LYRM1	120	up-regulated	0.208389781243239
LYRM1	180	up-regulated	0.438283851293638
LYRM1	240	up-regulated	0.459175720225384
LYRM1	300	up-regulated	0.95364445554377
LYRM1	360	up-regulated	1.07805848114308
LYRM1	420	up-regulated	1.39780660973248
LYRM1	480	up-regulated	1.17590183532953
LYRM1	600	up-regulated	1.74043467196434
LYRM1	720	up-regulated	2.57552484662583
CACNG7	0	down-regulated	0
CACNG7	30	down-regulated	0.20457650632502
CACNG7	60	down-regulated	-0.3545918802455
CACNG7	120	down-regulated	-0.9027281829655
CACNG7	180	down-regulated	-1.00865578906633
CACNG7	240	down-regulated	-1.32781347895244
CACNG7	300	down-regulated	-1.48513211833759
CACNG7	360	down-regulated	-1.88051185556351
CACNG7	420	down-regulated	-1.80570634258256
CACNG7	480	down-regulated	-1.65203319603274
CACNG7	600	down-regulated	-2.32572027200146
CACNG7	720	down-regulated	-2.38096511199741
TNFRSF21	0	down-regulated	0
TNFRSF21	30	down-regulated	-0.0830542808322374
TNFRSF21	60	down-regulated	-0.407404883802642
TNFRSF21	120	down-regulated	-0.400310309319437
TNFRSF21	180	down-regulated	-0.933498650472916
TNFRSF21	240	down-regulated	-1.23373506019469
TNFRSF21	300	down-regulated	-1.92393277368418
TNFRSF21	360	down-regulated	-1.95715350576532
TNFRSF21	420	down-regulated	-1.99180295478385
TNFRSF21	480	down-regulated	-1.9621527897315
TNFRSF21	600	down-regulated	-2.2099481810257
TNFRSF21	720	down-regulated	-2.28308476469562
MIS18BP1	0	down-regulated	0
MIS18BP1	30	down-regulated	0.43357949945983
MIS18BP1	60	down-regulated	-0.227632468062159
MIS18BP1	120	down-regulated	0.0710958376461504
MIS18BP1	180	down-regulated	0.266221689683234
MIS18BP1	240	down-regulated	-0.430874204619683
MIS18BP1	300	down-regulated	-0.4495815194697
MIS18BP1	360	down-regulated	-0.773883764192349
MIS18BP1	420	down-regulated	-1.2789841370057
MIS18BP1	480	down-regulated	-1.46900956055435
MIS18BP1	600	down-regulated	-1.63672060946613
MIS18BP1	720	down-regulated	-2.29332323705347
GNAZ	0	down-regulated	0
GNAZ	30	down-regulated	0.146950929973125
GNAZ	60	down-regulated	0.0136774878977219
GNAZ	120	down-regulated	-0.738693766380172
GNAZ	180	down-regulated	0.188749332988564
GNAZ	240	down-regulated	-0.599183389823407
GNAZ	300	down-regulated	-0.893960608995113
GNAZ	360	down-regulated	-1.79718543645962
GNAZ	420	down-regulated	-1.37901903979993
GNAZ	480	down-regulated	-1.24279126033862
GNAZ	600	down-regulated	-2.03225586179513
GNAZ	720	down-regulated	-2.35340327763365
MYO10	0	down-regulated	0
MYO10	30	down-regulated	0.145087839202112
MYO10	60	down-regulated	-0.698498041643854
MYO10	120	down-regulated	-0.895229087637058
MYO10	180	down-regulated	-1.02478970422401
MYO10	240	down-regulated	-1.29012546076223
MYO10	300	down-regulated	-1.63591994180166
MYO10	360	down-regulated	-2.20950453503466
MYO10	420	down-regulated	-2.15481353287185
MYO10	480	down-regulated	-2.17857715307644
MYO10	600	down-regulated	-2.18825542369665
MYO10	720	down-regulated	-2.27801786574938
HLF	0	up-regulated	0
HLF	30	up-regulated	0.0321857193611287
HLF	60	up-regulated	0.294603157055491
HLF	120	up-regulated	0.114986078040161
HLF	180	up-regulated	0.251083219317191
HLF	240	up-regulated	-0.274011218324447
HLF	300	up-regulated	0.573574898435596
HLF	360	up-regulated	1.5995956439477
HLF	420	up-regulated	1.25256091180392
HLF	480	up-regulated	1.15920502150645
HLF	600	up-regulated	2.3818000012119
HLF	720	up-regulated	2.12555528909905
FBLN5	0	up-regulated	0
FBLN5	30	up-regulated	0.311434353996186
FBLN5	60	up-regulated	0.786908402743774
FBLN5	120	up-regulated	0.491085944119309
FBLN5	180	up-regulated	0.285950230668817
FBLN5	240	up-regulated	0.66591621361293
FBLN5	300	up-regulated	1.11751324590965
FBLN5	360	up-regulated	1.59903307766883
